Outlet_Size,Outlet_Location_Type,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Type,Item_Outlet_Sales
Small,Tier 1,Low Fat,0.081196619,Others,141.4154,OUT046,Supermarket Type1,1418.154
Small,Tier 2,Low Fat,0.146399663,Breads,93.8436,OUT035,Supermarket Type1,1418.154
Small,Tier 2,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,Supermarket Type1,1418.154
Medium,Tier 1,Low Fat,0.050369191,Canned,117.2124,OUT049,Supermarket Type1,1422.1488
Small,Tier 1,Low Fat,0.024651269,Household,179.5686,OUT046,Supermarket Type1,1422.1488
Medium,Tier 3,Low Fat,0.106027474,Fruits and Vegetables,83.9908,OUT018,Supermarket Type2,1426.1436
Small,Tier 1,Regular,0.014087057,Frozen Foods,180.3344,OUT046,Supermarket Type1,1427.4752
High,Tier 3,Low Fat,0.042930789,Fruits and Vegetables,88.5172,OUT013,Supermarket Type1,1427.4752
Medium,Tier 3,Regular,0.054706408,Breads,128.931,OUT018,Supermarket Type2,1428.141
Small,Tier 1,Regular,0.057827101,Frozen Foods,128.831,OUT046,Supermarket Type1,1428.141
Medium,Tier 1,Low Fat,0.103603094,Snack Foods,143.547,OUT049,Supermarket Type1,1431.47
Small,Tier 2,Low Fat,0.023730384,Baking Goods,104.3332,OUT035,Supermarket Type1,1435.4648
Small,Tier 1,Regular,0.064014173,Frozen Foods,83.3566,OUT046,Supermarket Type1,1437.4622
Small,Tier 2,Regular,0.0,Snack Foods,78.396,OUT035,Supermarket Type1,1438.128
Medium,Tier 1,Regular,0.017887238,Snack Foods,79.496,OUT049,Supermarket Type1,1438.128
Small,Tier 1,Regular,0.065896556,Snack Foods,179.266,OUT046,Supermarket Type1,1438.128
Small,Tier 2,Low Fat,0.050168354,Soft Drinks,95.3752,OUT035,Supermarket Type1,1438.128
Small,Tier 1,Regular,0.0,Baking Goods,143.3128,OUT046,Supermarket Type1,1438.128
Small,Tier 1,Low Fat,0.07266912,Household,160.292,OUT046,Supermarket Type1,1438.128
Small,Tier 1,Low Fat,0.035185588,Snack Foods,181.3318,OUT046,Supermarket Type1,1443.4544
Medium,Tier 3,Regular,0.035400659,Fruits and Vegetables,161.9578,OUT018,Supermarket Type2,1444.1202
Small,Tier 2,Low Fat,0.128390273,Fruits and Vegetables,111.9886,OUT035,Supermarket Type1,1445.4518
Medium,Tier 1,Low Fat,0.071368699,Frozen Foods,121.3098,OUT049,Supermarket Type1,1446.1176
Medium,Tier 3,Regular,0.025050746,Fruits and Vegetables,97.141,OUT018,Supermarket Type2,1448.115
Medium,Tier 1,Low Fat,0.037457098,Canned,83.4224,OUT049,Supermarket Type1,1448.7808
Small,Tier 1,Low Fat,0.162980276,Hard Drinks,145.2444,OUT046,Supermarket Type1,1451.444
High,Tier 3,Low Fat,0.0,Health and Hygiene,110.2544,OUT013,Supermarket Type1,1454.1072
Medium,Tier 3,Low Fat,0.0,Baking Goods,111.8544,OUT018,Supermarket Type2,1454.1072
High,Tier 3,Regular,0.016582833,Fruits and Vegetables,50.5034,OUT013,Supermarket Type1,1458.102
Small,Tier 1,Low Fat,0.007215314,Baking Goods,47.6034,OUT046,Supermarket Type1,1458.102
Small,Tier 1,Low Fat,0.065183228,Dairy,148.076,OUT046,Supermarket Type1,1464.76
Small,Tier 2,Low Fat,0.014456938,Health and Hygiene,184.795,OUT035,Supermarket Type1,1464.76
High,Tier 3,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,Supermarket Type1,1464.76
Small,Tier 2,Low Fat,0.011087128,Breads,41.4454,OUT035,Supermarket Type1,1468.089
Small,Tier 2,Regular,0.042468413,Frozen Foods,162.421,OUT035,Supermarket Type1,1468.089
Medium,Tier 1,Low Fat,0.0,Snack Foods,120.9072,OUT049,Supermarket Type1,1470.0864
Medium,Tier 3,Low Fat,0.142393712,Snack Foods,122.7072,OUT018,Supermarket Type2,1470.0864
Medium,Tier 1,Low Fat,0.076855207,Dairy,59.3536,OUT049,Supermarket Type1,1470.0864
Medium,Tier 1,Regular,0.011443222,Snack Foods,73.5038,OUT049,Supermarket Type1,1478.076
Small,Tier 2,Regular,0.088305478,Snack Foods,123.473,OUT035,Supermarket Type1,1478.076
Small,Tier 1,Low Fat,0.153618566,Canned,79.6986,OUT046,Supermarket Type1,1480.0734
Medium,Tier 3,Low Fat,0.162903525,Snack Foods,104.9622,OUT018,Supermarket Type2,1482.0708
Medium,Tier 3,Low Fat,0.02671821,Snack Foods,85.2198,OUT018,Supermarket Type2,1482.7366
Medium,Tier 1,Low Fat,0.099290166,Household,214.0902,OUT049,Supermarket Type1,1486.7314
Small,Tier 1,Low Fat,0.099136036,Household,210.3902,OUT046,Supermarket Type1,1486.7314
Medium,Tier 1,Low Fat,0.098566832,Meat,98.3042,OUT049,Supermarket Type1,1488.063
Medium,Tier 1,Regular,0.079419755,Baking Goods,99.8042,OUT049,Supermarket Type1,1488.063
Small,Tier 2,Regular,0.052401766,Frozen Foods,115.1176,OUT035,Supermarket Type1,1488.7288
Medium,Tier 3,Regular,0.052625179,Frozen Foods,113.4176,OUT018,Supermarket Type2,1488.7288
Medium,Tier 3,Regular,0.024304264,Frozen Foods,114.0176,OUT018,Supermarket Type2,1488.7288
Medium,Tier 1,Low Fat,0.024926013,Household,149.9392,OUT049,Supermarket Type1,1491.392
Medium,Tier 3,Low Fat,0.035207155,Dairy,93.512,OUT018,Supermarket Type2,1491.392
High,Tier 3,Regular,0.065729039,Baking Goods,188.324,OUT013,Supermarket Type1,1491.392
Small,Tier 1,Low Fat,0.026880159,Frozen Foods,106.428,OUT046,Supermarket Type1,1491.392
Medium,Tier 1,Low Fat,0.066724663,Fruits and Vegetables,187.724,OUT049,Supermarket Type1,1491.392
Medium,Tier 1,Regular,0.049712775,Fruits and Vegetables,78.2644,OUT049,Supermarket Type1,1492.7236
Small,Tier 1,Regular,0.063226306,Dairy,87.9856,OUT046,Supermarket Type1,1494.0552
High,Tier 3,Regular,0.152024355,Frozen Foods,211.8218,OUT013,Supermarket Type1,1496.0526
Medium,Tier 3,Regular,0.105445801,Frozen Foods,214.4218,OUT018,Supermarket Type2,1496.0526
Medium,Tier 1,Low Fat,0.042276746,Household,108.4938,OUT049,Supermarket Type1,1500.7132
Medium,Tier 1,Low Fat,0.075695552,Dairy,168.4158,OUT049,Supermarket Type1,1504.0422
Small,Tier 1,Low Fat,0.027779254,Baking Goods,150.1708,OUT046,Supermarket Type1,1504.708
Medium,Tier 1,Regular,0.123620492,Snack Foods,90.0514,OUT049,Supermarket Type1,1505.3738
Medium,Tier 3,Regular,0.062477955,Baking Goods,87.2514,OUT018,Supermarket Type2,1505.3738
High,Tier 3,Regular,0.142570104,Fruits and Vegetables,88.2514,OUT013,Supermarket Type1,1505.3738
Medium,Tier 3,Regular,0.028837829,Canned,117.8492,OUT018,Supermarket Type2,1506.0396
Small,Tier 2,Low Fat,0.054928641,Health and Hygiene,101.7358,OUT035,Supermarket Type1,1508.037
High,Tier 3,Low Fat,0.116152226,Fruits and Vegetables,94.1436,OUT013,Supermarket Type1,1512.6976
High,Tier 3,Low Fat,0.0,Household,117.615,OUT013,Supermarket Type1,1514.695
Medium,Tier 3,Low Fat,0.024262772,Canned,117.615,OUT018,Supermarket Type2,1514.695
Medium,Tier 1,Low Fat,0.0,Fruits and Vegetables,45.5402,OUT049,Supermarket Type1,1516.0266
High,Tier 3,Low Fat,0.025715562,Fruits and Vegetables,168.1474,OUT013,Supermarket Type1,1516.0266
Medium,Tier 1,Low Fat,0.082367244,Soft Drinks,187.753,OUT049,Supermarket Type1,1518.024
Medium,Tier 3,Low Fat,0.017857847,Dairy,77.5012,OUT018,Supermarket Type2,1518.024
Small,Tier 1,Low Fat,0.0,Others,189.253,OUT046,Supermarket Type1,1518.024
Medium,Tier 1,Low Fat,0.056005781,Baking Goods,99.2016,OUT049,Supermarket Type1,1518.024
Medium,Tier 1,Low Fat,0.131708682,Baking Goods,152.3024,OUT049,Supermarket Type1,1518.024
Medium,Tier 3,Low Fat,0.142219209,Canned,167.6132,OUT018,Supermarket Type2,1522.0188
Medium,Tier 3,Low Fat,0.018485511,Frozen Foods,253.1698,OUT018,Supermarket Type2,1522.0188
Small,Tier 2,Low Fat,0.038721734,Fruits and Vegetables,115.8808,OUT035,Supermarket Type1,1523.3504
Medium,Tier 1,Low Fat,0.039624006,Meat,117.2808,OUT049,Supermarket Type1,1523.3504
High,Tier 3,Low Fat,0.0,Canned,154.4682,OUT013,Supermarket Type1,1524.682
High,Tier 3,Regular,0.092694107,Canned,53.6982,OUT013,Supermarket Type1,1525.3478
Medium,Tier 3,Regular,0.027729547,Canned,169.379,OUT018,Supermarket Type2,1528.011
High,Tier 3,Regular,0.008184912,Canned,101.2674,OUT013,Supermarket Type1,1528.011
Small,Tier 1,Low Fat,0.111301625,Others,107.5912,OUT046,Supermarket Type1,1528.6768
Medium,Tier 3,Low Fat,0.021293909,Canned,218.4824,OUT018,Supermarket Type2,1528.6768
Small,Tier 2,Low Fat,0.044869794,Soft Drinks,76.467,OUT035,Supermarket Type1,1531.34
Medium,Tier 3,Regular,0.179806961,Meat,95.2752,OUT018,Supermarket Type2,1534.0032
Small,Tier 1,Low Fat,0.109911272,Dairy,41.9428,OUT046,Supermarket Type1,1537.998
Medium,Tier 1,Low Fat,0.009425158,Baking Goods,74.838,OUT049,Supermarket Type1,1537.998
Small,Tier 1,Regular,0.18329488,Dairy,111.657,OUT046,Supermarket Type1,1537.998
High,Tier 3,Regular,0.077254736,Fruits and Vegetables,257.633,OUT013,Supermarket Type1,1537.998
Small,Tier 1,Regular,0.079713576,Fruits and Vegetables,101.3332,OUT046,Supermarket Type1,1537.998
Medium,Tier 3,Low Fat,0.014359584,Household,100.8332,OUT018,Supermarket Type2,1537.998
Small,Tier 2,Low Fat,0.046115083,Snack Foods,120.2124,OUT035,Supermarket Type1,1540.6612
Small,Tier 2,Low Fat,0.033102681,Household,116.6124,OUT035,Supermarket Type1,1540.6612
Medium,Tier 1,Low Fat,0.052149675,Snack Foods,118.3124,OUT049,Supermarket Type1,1540.6612
Medium,Tier 3,Low Fat,0.08165147,Fruits and Vegetables,258.3988,OUT018,Supermarket Type2,1541.9928
High,Tier 3,Regular,0.078863888,Frozen Foods,83.2276,OUT013,Supermarket Type1,1543.3244
Medium,Tier 3,Low Fat,0.017062427,Household,98.141,OUT018,Supermarket Type2,1544.656
Medium,Tier 1,Low Fat,0.087310672,Dairy,95.541,OUT049,Supermarket Type1,1544.656
Small,Tier 1,Low Fat,0.03020851,Health and Hygiene,153.1656,OUT046,Supermarket Type1,1544.656
Small,Tier 2,Regular,0.094279004,Fruits and Vegetables,86.3882,OUT035,Supermarket Type1,1545.9876
Small,Tier 1,Regular,0.069088961,Breakfast,56.3614,OUT046,Supermarket Type1,1547.3192
Medium,Tier 1,Low Fat,0.031470832,Household,110.2228,OUT049,Supermarket Type1,1547.3192
High,Tier 3,Low Fat,0.087380432,Fruits and Vegetables,109.7228,OUT013,Supermarket Type1,1547.3192
Medium,Tier 3,Regular,0.076873991,Frozen Foods,109.9228,OUT018,Supermarket Type2,1547.3192
Small,Tier 1,Regular,0.022278477,Breads,102.499,OUT046,Supermarket Type1,1547.985
High,Tier 3,Low Fat,0.049263979,Snack Foods,195.0478,OUT013,Supermarket Type1,1549.9824
Medium,Tier 1,Low Fat,0.093170838,Household,127.3652,OUT049,Supermarket Type1,1549.9824
Small,Tier 2,Regular,0.034693175,Canned,140.1496,OUT035,Supermarket Type1,1552.6456
Small,Tier 1,Low Fat,0.041105789,Canned,83.4934,OUT046,Supermarket Type1,1555.9746
Small,Tier 2,Regular,0.030083482,Canned,61.922,OUT035,Supermarket Type1,1557.972
Medium,Tier 1,Low Fat,0.087604647,Breads,196.9794,OUT049,Supermarket Type1,1560.6352
Medium,Tier 1,Regular,0.131128467,Breakfast,93.1804,OUT049,Supermarket Type1,1561.9668
Medium,Tier 1,Regular,0.122657336,Fruits and Vegetables,110.1544,OUT049,Supermarket Type1,1565.9616
Small,Tier 1,Low Fat,0.121250374,Snack Foods,193.9452,OUT046,Supermarket Type1,1565.9616
Medium,Tier 3,Low Fat,0.0,Health and Hygiene,98.9726,OUT018,Supermarket Type2,1565.9616
Medium,Tier 1,Regular,0.072990979,Snack Foods,121.6098,OUT049,Supermarket Type1,1566.6274
Medium,Tier 3,Low Fat,0.068055818,Health and Hygiene,140.7812,OUT018,Supermarket Type2,1567.2932
Small,Tier 1,Regular,0.019768503,Canned,88.6198,OUT046,Supermarket Type1,1569.9564
Medium,Tier 1,Low Fat,0.122843005,Hard Drinks,172.4396,OUT049,Supermarket Type1,1569.9564
Small,Tier 1,Low Fat,0.044925784,Dairy,86.0198,OUT046,Supermarket Type1,1569.9564
Small,Tier 2,Regular,0.106307146,Fruits and Vegetables,174.9396,OUT035,Supermarket Type1,1569.9564
Small,Tier 1,Regular,0.038211537,Dairy,87.7198,OUT046,Supermarket Type1,1569.9564
Medium,Tier 1,Low Fat,0.014045832,Household,222.7746,OUT049,Supermarket Type1,1570.6222
Small,Tier 2,Low Fat,0.021427082,Baking Goods,156.5288,OUT035,Supermarket Type1,1571.288
High,Tier 3,Low Fat,0.049922304,Dairy,156.9288,OUT013,Supermarket Type1,1571.288
Medium,Tier 3,Low Fat,0.067722325,Snack Foods,130.8626,OUT018,Supermarket Type2,1573.9512
Medium,Tier 1,Low Fat,0.046631836,Health and Hygiene,98.4384,OUT049,Supermarket Type1,1576.6144
Small,Tier 1,Low Fat,0.023951149,Household,105.6964,OUT046,Supermarket Type1,1577.946
Medium,Tier 3,Regular,0.062665642,Fruits and Vegetables,225.6062,OUT018,Supermarket Type2,1579.9434
Medium,Tier 3,Regular,0.160371305,Snack Foods,143.9128,OUT018,Supermarket Type2,1581.9408
Small,Tier 1,Low Fat,0.035747522,Fruits and Vegetables,133.6284,OUT046,Supermarket Type1,1581.9408
Small,Tier 2,Low Fat,0.055347985,Baking Goods,131.5284,OUT035,Supermarket Type1,1581.9408
High,Tier 3,Low Fat,0.0,Fruits and Vegetables,120.5414,OUT013,Supermarket Type1,1583.9382
Medium,Tier 1,Low Fat,0.008778413,Fruits and Vegetables,122.4414,OUT049,Supermarket Type1,1583.9382
Medium,Tier 1,Low Fat,0.035711426,Health and Hygiene,93.612,OUT049,Supermarket Type1,1584.604
Medium,Tier 1,Low Fat,0.070890602,Soft Drinks,111.686,OUT049,Supermarket Type1,1584.604
Small,Tier 2,Low Fat,0.025698134,Household,196.5084,OUT035,Supermarket Type1,1587.2672
Small,Tier 1,Low Fat,0.054630834,Health and Hygiene,200.2084,OUT046,Supermarket Type1,1587.2672
Medium,Tier 1,Regular,0.1000135,Fruits and Vegetables,145.4786,OUT049,Supermarket Type1,1589.2646
High,Tier 3,Regular,0.0713931,Fruits and Vegetables,61.0536,OUT013,Supermarket Type1,1592.5936
Medium,Tier 1,Regular,0.064307102,Fruits and Vegetables,77.3012,OUT049,Supermarket Type1,1593.9252
Small,Tier 1,Low Fat,0.042836778,Dairy,175.8028,OUT046,Supermarket Type1,1593.9252
Small,Tier 1,Low Fat,0.0,Household,114.4518,OUT046,Supermarket Type1,1593.9252
Small,Tier 1,Regular,0.075507758,Breads,146.4444,OUT046,Supermarket Type1,1596.5884
Medium,Tier 1,Low Fat,0.063127333,Canned,100.47,OUT049,Supermarket Type1,1597.92
Small,Tier 2,Low Fat,0.082316506,Health and Hygiene,160.692,OUT035,Supermarket Type1,1597.92
Small,Tier 1,Regular,0.135775701,Frozen Foods,54.564,OUT046,Supermarket Type1,1597.92
Small,Tier 2,Regular,0.067859568,Dairy,60.1562,OUT035,Supermarket Type1,1599.9174
Medium,Tier 1,Regular,0.024243294,Frozen Foods,116.0176,OUT049,Supermarket Type1,1603.2464
Small,Tier 1,Regular,0.0127517,Snack Foods,55.5588,OUT046,Supermarket Type1,1603.2464
Medium,Tier 1,Regular,0.159968994,Fruits and Vegetables,147.6102,OUT049,Supermarket Type1,1603.9122
Medium,Tier 1,Low Fat,0.137410256,Hard Drinks,161.7578,OUT049,Supermarket Type1,1604.578
Medium,Tier 3,Low Fat,0.131489269,Dairy,89.7172,OUT018,Supermarket Type2,1605.9096
Medium,Tier 1,Low Fat,0.034940979,Canned,177.3344,OUT049,Supermarket Type1,1605.9096
High,Tier 3,Low Fat,0.025740259,Meat,89.4172,OUT013,Supermarket Type1,1605.9096
Medium,Tier 3,Regular,0.046208155,Snack Foods,178.0344,OUT018,Supermarket Type2,1605.9096
Small,Tier 1,Low Fat,0.027579198,Household,178.7344,OUT046,Supermarket Type1,1605.9096
High,Tier 3,Low Fat,0.146305498,Breads,94.1436,OUT013,Supermarket Type1,1607.2412
Medium,Tier 1,Low Fat,0.061159246,Soft Drinks,92.5436,OUT049,Supermarket Type1,1607.2412
Small,Tier 1,Low Fat,0.054939029,Health and Hygiene,101.4358,OUT046,Supermarket Type1,1608.5728
High,Tier 3,Low Fat,0.042256257,Hard Drinks,124.4388,OUT013,Supermarket Type1,1609.9044
Medium,Tier 3,Regular,0.113123893,Soft Drinks,122.5388,OUT018,Supermarket Type2,1609.9044
Medium,Tier 1,Low Fat,0.076975118,Snack Foods,161.8236,OUT049,Supermarket Type1,1611.236
Small,Tier 2,Low Fat,0.027942357,Snack Foods,145.076,OUT035,Supermarket Type1,1611.236
Small,Tier 1,Low Fat,0.040357315,Fruits and Vegetables,177.8002,OUT046,Supermarket Type1,1611.9018
Medium,Tier 3,Regular,0.013091186,Fruits and Vegetables,114.8834,OUT018,Supermarket Type2,1612.5676
Small,Tier 1,Low Fat,0.045203854,Frozen Foods,180.266,OUT046,Supermarket Type1,1617.894
Medium,Tier 3,Low Fat,0.016276741,Health and Hygiene,109.8596,OUT018,Supermarket Type2,1617.894
Medium,Tier 3,Low Fat,0.091857904,Household,160.7894,OUT018,Supermarket Type2,1617.894
High,Tier 3,Low Fat,0.037877202,Starchy Foods,124.0046,OUT013,Supermarket Type1,1618.5598
Medium,Tier 1,Low Fat,0.037967687,Starchy Foods,125.6046,OUT049,Supermarket Type1,1618.5598
Small,Tier 2,Low Fat,0.07518071,Snack Foods,126.2046,OUT035,Supermarket Type1,1618.5598
Medium,Tier 1,Low Fat,0.035247642,Health and Hygiene,84.7224,OUT049,Supermarket Type1,1619.2256
Small,Tier 1,Low Fat,0.047187038,Baking Goods,100.6016,OUT046,Supermarket Type1,1619.2256
High,Tier 3,Regular,0.122202946,Fruits and Vegetables,100.1016,OUT013,Supermarket Type1,1619.2256
Medium,Tier 3,Regular,0.06407717,Fruits and Vegetables,116.7492,OUT018,Supermarket Type2,1621.8888
Medium,Tier 3,Low Fat,0.008596051,Health and Hygiene,115.3492,OUT018,Supermarket Type2,1621.8888
Medium,Tier 3,Low Fat,0.08276363,Baking Goods,146.5076,OUT018,Supermarket Type2,1625.8836
Medium,Tier 3,Regular,0.122372504,Meat,101.5674,OUT018,Supermarket Type2,1629.8784
Medium,Tier 3,Low Fat,0.015750947,Household,182.5976,OUT018,Supermarket Type2,1629.8784
Small,Tier 1,Regular,0.008191729,Canned,103.5674,OUT046,Supermarket Type1,1629.8784
Medium,Tier 3,Regular,0.09468096,Fruits and Vegetables,86.2882,OUT018,Supermarket Type2,1631.8758
Medium,Tier 1,Low Fat,0.028365524,Household,110.0912,OUT049,Supermarket Type1,1637.868
High,Tier 3,Low Fat,0.041703666,Frozen Foods,109.1912,OUT013,Supermarket Type1,1637.868
Small,Tier 1,Low Fat,0.032628111,Frozen Foods,148.7392,OUT046,Supermarket Type1,1640.5312
Small,Tier 2,Low Fat,0.024882614,Household,149.4392,OUT035,Supermarket Type1,1640.5312
Small,Tier 2,Regular,0.0945493,Breakfast,102.6332,OUT035,Supermarket Type1,1640.5312
Small,Tier 1,Low Fat,0.093385381,Fruits and Vegetables,91.3146,OUT046,Supermarket Type1,1641.8628
Small,Tier 2,Low Fat,0.041608488,Soft Drinks,165.4526,OUT035,Supermarket Type1,1644.526
Medium,Tier 1,Low Fat,0.061883353,Dairy,147.905,OUT049,Supermarket Type1,1647.855
Small,Tier 2,Low Fat,0.0,Canned,79.7644,OUT035,Supermarket Type1,1649.8524
Medium,Tier 3,Regular,0.044432887,Meat,102.899,OUT018,Supermarket Type2,1651.184
Medium,Tier 3,Low Fat,0.0,Canned,90.2804,OUT018,Supermarket Type2,1653.8472
Small,Tier 1,Regular,0.033555399,Frozen Foods,74.7354,OUT046,Supermarket Type1,1655.1788
Medium,Tier 1,Low Fat,0.026651184,Snack Foods,86.6198,OUT049,Supermarket Type1,1657.1762
Medium,Tier 1,Regular,0.076681143,Frozen Foods,110.7228,OUT049,Supermarket Type1,1657.842
Small,Tier 2,Regular,0.076547632,Frozen Foods,109.5228,OUT035,Supermarket Type1,1657.842
High,Tier 3,Low Fat,0.019018943,Snack Foods,238.7248,OUT013,Supermarket Type1,1659.1736
High,Tier 3,Low Fat,0.044377096,Fruits and Vegetables,185.8266,OUT013,Supermarket Type1,1659.8394
Medium,Tier 1,Low Fat,0.146399712,Meat,103.9648,OUT049,Supermarket Type1,1661.8368
High,Tier 3,Low Fat,0.049038621,Soft Drinks,65.4168,OUT013,Supermarket Type1,1661.8368
Small,Tier 2,Low Fat,0.015766712,Snack Foods,152.9366,OUT035,Supermarket Type1,1662.5026
Small,Tier 1,Low Fat,0.03596071,Snack Foods,186.3924,OUT046,Supermarket Type1,1665.8316
Small,Tier 2,Low Fat,0.041913535,Snack Foods,90.7462,OUT035,Supermarket Type1,1665.8316
Small,Tier 2,Low Fat,0.010363586,Household,207.1954,OUT035,Supermarket Type1,1667.1632
Medium,Tier 1,Low Fat,0.100230114,Frozen Foods,112.9886,OUT049,Supermarket Type1,1667.829
Medium,Tier 3,Low Fat,0.100482186,Frozen Foods,111.8886,OUT018,Supermarket Type2,1667.829
Small,Tier 2,Regular,0.065195229,Fruits and Vegetables,88.9856,OUT035,Supermarket Type1,1669.8264
High,Tier 3,Regular,0.099188598,Frozen Foods,88.9856,OUT013,Supermarket Type1,1669.8264
Medium,Tier 3,Low Fat,0.046459438,Baking Goods,100.5384,OUT018,Supermarket Type2,1675.1528
Small,Tier 2,Low Fat,0.064048405,Canned,153.4682,OUT035,Supermarket Type1,1677.1502
Medium,Tier 1,Low Fat,0.046159928,Health and Hygiene,152.3682,OUT049,Supermarket Type1,1677.1502
Medium,Tier 3,Regular,0.080015028,Snack Foods,111.8544,OUT018,Supermarket Type2,1677.816
Medium,Tier 1,Low Fat,0.105761491,Fruits and Vegetables,84.8908,OUT049,Supermarket Type1,1677.816
Medium,Tier 3,Low Fat,0.01405025,Soft Drinks,128.9652,OUT018,Supermarket Type2,1679.1476
Small,Tier 1,Regular,0.062224479,Baking Goods,88.1514,OUT046,Supermarket Type1,1682.4766
Medium,Tier 1,Regular,0.046881328,Canned,141.3838,OUT049,Supermarket Type1,1685.8056
Small,Tier 1,Regular,0.07929647,Baking Goods,97.2042,OUT046,Supermarket Type1,1686.4714
Small,Tier 2,Low Fat,0.039484739,Snack Foods,97.9042,OUT035,Supermarket Type1,1686.4714
Medium,Tier 3,Low Fat,0.039653081,Snack Foods,99.5042,OUT018,Supermarket Type2,1686.4714
Medium,Tier 1,Low Fat,0.016637301,Frozen Foods,120.9098,OUT049,Supermarket Type1,1687.1372
High,Tier 3,Low Fat,0.061934991,Dairy,154.4998,OUT013,Supermarket Type1,1691.7978
High,Tier 3,Low Fat,0.003589104,Hard Drinks,155.5998,OUT013,Supermarket Type1,1691.7978
Small,Tier 2,Low Fat,0.148492521,Fruits and Vegetables,240.6854,OUT035,Supermarket Type1,1691.7978
Small,Tier 1,Low Fat,0.089677773,Canned,139.8496,OUT046,Supermarket Type1,1693.7952
Small,Tier 2,Low Fat,0.007551665,Snack Foods,107.1622,OUT035,Supermarket Type1,1693.7952
Medium,Tier 3,Regular,0.065901299,Fruits and Vegetables,188.7214,OUT018,Supermarket Type2,1695.7926
Medium,Tier 1,Low Fat,0.008960445,Meat,119.1756,OUT049,Supermarket Type1,1696.4584
Small,Tier 2,Low Fat,0.112203445,Hard Drinks,111.786,OUT035,Supermarket Type1,1697.79
Small,Tier 1,Low Fat,0.059352241,Snack Foods,101.87,OUT046,Supermarket Type1,1697.79
Small,Tier 2,Low Fat,0.078957122,Soft Drinks,111.986,OUT035,Supermarket Type1,1697.79
Medium,Tier 3,Low Fat,0.030920531,Soft Drinks,141.0154,OUT018,Supermarket Type2,1701.7848
Small,Tier 1,Low Fat,0.089971292,Dairy,143.2154,OUT046,Supermarket Type1,1701.7848
Medium,Tier 3,Low Fat,0.035016754,Snack Foods,245.3828,OUT018,Supermarket Type2,1705.7796
Medium,Tier 3,Low Fat,0.089069748,Fruits and Vegetables,62.751,OUT018,Supermarket Type2,1707.777
Small,Tier 2,Regular,0.062839798,Baking Goods,90.883,OUT035,Supermarket Type1,1707.777
High,Tier 3,Regular,0.164542555,Dairy,112.2518,OUT013,Supermarket Type1,1707.777
Small,Tier 2,Regular,0.0,Fruits and Vegetables,191.153,OUT035,Supermarket Type1,1707.777
